type,price,station,beds,baths,receptions,post_code,location
detached,390000.0,,4,2,3,OL11,rochdale
flat,185000.0,0.6,3,1,1,M5,salford
flat,369000.0,0.6,2,1,1,M4,manchester
end terrace,78500.0,2.4,2,0,0,WN7,leigh
terraced,100000.0,0.4,2,1,1,BL5,bolton
flat,105000.0,,2,1,1,M5,salford
flat,288000.0,0.3,2,2,1,M3,salford
detached,725000.0,0.4,4,3,3,BL5,manchester
flat,175000.0,0.6,1,1,1,M16,manchester
flat,85000.0,0.2,2,1,1,WN5,wigan
detached,450000.0,,5,4,4,M45,manchester
flat,95000.0,1.3,2,2,1,SK15,stalybridge
flat,275000.0,0.5,3,2,1,M20,manchester
flat,375500.0,0.6,2,2,2,SK8,cheadle
terraced,114950.0,1.4,4,1,1,BL3,bolton
terraced,110000.0,0.7,3,1,2,WN6,wigan
flat,84999.0,0.7,2,1,1,WN2,wigan
flat,259950.0,4.1,2,1,1,BL0,bury
terraced,150000.0,,2,1,1,BL7,manchester
terraced,285000.0,1.0,5,1,1,M5,salford
flat,95000.0,2.6,2,2,1,M9,manchester
detached,350000.0,1.2,5,2,2,WN6,wigan
semi-detached,210000.0,0.7,3,2,1,SK2,cheshire
detached,270000.0,0.7,4,2,2,M46,manchester
flat,110000.0,0.5,2,1,1,M5,manchester
flat,185000.0,0.5,2,2,1,M4,manchester
flat,245000.0,0.7,2,0,0,M5,salford
flat,280000.0,,3,2,1,BL8,bury
flat,130000.0,,2,1,0,OL4,oldham
flat,160000.0,,2,1,0,BL8,bury
flat,455000.0,0.4,3,2,0,M2,manchester
terraced,159950.0,,3,1,1,OL1,oldham
end terrace,97950.0,2.7,2,1,1,OL12,rochdale
end terrace,150000.0,0.9,3,1,2,M38,manchester
flat,165000.0,1.1,3,1,1,M40,manchester
flat,263500.0,0.2,2,2,1,M3,manchester
semi-detached,320000.0,1.3,4,1,3,OL12,rochdale
flat,104950.0,0.6,2,1,1,OL15,lancashire
flat,290000.0,0.1,2,1,1,M1,manchester
flat,235000.0,0.1,2,2,1,M3,salford
flat,270000.0,0.1,3,2,1,M3,salford
flat,215000.0,0.5,1,1,1,M3,lancashire
terraced,230000.0,,2,1,2,BL9,bury
flat,104950.0,0.9,2,2,1,M46,manchester
flat,180000.0,0.4,2,1,1,M4,manchester
flat,100000.0,1.2,2,1,1,M8,manchester
semi-detached,120000.0,0.9,3,1,1,BL2,bolton
flat,210000.0,0.5,2,2,1,M15,manchester
end terrace,199950.0,0.6,2,1,0,SK2,stockport
detached,270000.0,1.4,3,2,2,SK3,stockport
flat,160000.0,0.3,1,0,0,M1,manchester
flat,245000.0,0.1,2,1,1,M1,manchester
terraced,130000.0,,3,1,1,WN1,wigan
flat,150000.0,,2,1,1,M27,manchester
flat,240000.0,1.1,2,0,0,BL1,bolton
flat,200000.0,0.6,2,2,1,M15,manchester
terraced,149950.0,,2,1,1,BL9,bury
detached,520000.0,1.6,4,2,3,SK15,stalybridge
semi-detached,220000.0,2.2,3,1,1,WN6,wigan
terraced,115000.0,1.6,2,1,1,OL16,rochdale
detached,1000000.0,1.4,4,3,4,M28,manchester
flat,175000.0,0.7,2,2,1,M5,salford
flat,95000.0,,2,1,1,M7,salford
terraced,180000.0,,2,2,2,BL1,bolton
flat,255000.0,0.4,2,2,0,M5,manchester
semi-detached,275000.0,1.1,3,1,2,SK1,stockport
terraced,139950.0,,2,1,2,BL1,bolton
flat,107800.0,0.3,1,1,1,WA14,altrincham
detached,1000000.0,0.9,4,4,4,M28,manchester
terraced,250000.0,1.3,4,2,2,M14,manchester
flat,230000.0,0.4,2,2,1,M1,manchester
flat,179995.0,0.3,2,2,0,M3,salford
end terrace,105000.0,1.0,2,1,2,WN6,wigan
flat,675000.0,,2,3,2,WA14,altrincham
detached,250000.0,0.5,3,2,2,M27,manchester
flat,190000.0,1.5,2,1,0,M20,manchester
semi-detached,299950.0,,4,3,1,BL8,manchester
flat,210000.0,0.8,2,0,0,M50,salford
flat,150000.0,0.9,2,2,1,M7,salford
flat,255000.0,0.6,2,2,1,M5,salford
flat,107800.0,0.3,1,1,1,WA14,altrincham
terraced,139950.0,1.0,2,1,1,BL1,bolton
detached,390000.0,3.4,3,0,0,WN7,leigh
flat,278000.0,0.1,2,1,1,M1,manchester
semi-detached,350000.0,0.7,3,1,1,M16,manchester
flat,150000.0,0.4,1,1,1,M1,manchester
flat,275000.0,0.8,2,1,0,M50,salford
flat,130000.0,0.8,1,1,1,M5,salford
flat,240000.0,0.5,2,2,1,M3,manchester
flat,150000.0,0.5,2,1,1,SK1,manchester
flat,180000.0,0.2,2,2,0,M3,manchester
semi-detached,249950.0,,3,2,1,OL2,oldham
semi-detached,249950.0,,3,2,1,OL2,oldham
flat,175000.0,1.5,2,1,1,WA15,manchester
terraced,299995.0,1.1,3,2,2,BL7,bolton
flat,259995.0,0.9,2,0,0,M50,manchester
flat,254995.0,0.9,2,1,0,M50,manchester
flat,250995.0,0.9,2,0,0,M50,manchester
flat,239995.0,0.9,2,0,0,M50,manchester
flat,175995.0,0.9,1,0,0,M50,manchester
flat,382495.0,0.8,3,0,0,M5,manchester
flat,374995.0,0.8,3,0,0,M5,manchester
flat,362495.0,0.8,3,0,0,M5,manchester
detached,725000.0,2.3,4,0,0,OL12,rochdale
end terrace,268000.0,2.6,3,1,2,OL4,oldham
flat,160000.0,0.1,2,0,0,M3,manchester
terraced,84995.0,0.4,2,1,2,WN2,wigan
end terrace,185000.0,1.2,3,1,2,SK14,hyde
terraced,350000.0,1.0,3,2,2,SK12,stockport
flat,159995.0,,1,1,2,BL9,bury
detached,325000.0,3.4,3,2,2,WN7,leigh
flat,228000.0,0.1,2,2,1,M3,salford
flat,205000.0,0.6,2,0,0,M5,salford
flat,250000.0,0.3,2,2,1,M1,manchester
detached,325000.0,0.1,3,1,2,SK12,stockport
flat,800000.0,0.4,3,3,1,M20,manchester
flat,179000.0,0.7,2,1,1,M16,manchester
flat,225000.0,0.1,1,1,1,M3,manchester
flat,154950.0,0.3,1,1,1,M3,salford
flat,289950.0,0.1,1,1,1,M3,manchester
flat,219950.0,0.3,1,1,1,M3,salford
flat,329950.0,0.5,3,2,1,M4,manchester
flat,175000.0,,2,1,1,BL8,bury
flat,168950.0,1.2,2,1,1,M14,manchester
detached,250000.0,2.4,3,3,1,WN7,leigh
flat,156999.0,1.0,1,1,1,M50,salford
flat,276995.0,0.8,3,2,0,M50,salford
end terrace,185000.0,,3,2,3,BL8,bury
flat,265000.0,0.5,2,2,1,M15,manchester
flat,190000.0,1.5,2,1,0,M20,manchester
terraced,87950.0,0.4,2,1,1,BL4,bolton
terraced,169000.0,0.7,3,1,1,M6,salford
flat,185000.0,1.0,2,1,1,SK12,stockport
detached,340000.0,1.5,4,1,2,M28,manchester
flat,188000.0,0.7,2,0,0,M5,salford
flat,110000.0,0.2,2,2,0,M12,manchester
detached,375000.0,2.8,4,3,1,WN8,skelmersdale
detached,950000.0,0.7,5,3,3,BL6,manchester
flat,1300000.0,0.2,3,2,1,M15,manchester
flat,1250000.0,0.2,3,1,1,M15,manchester
flat,1200000.0,0.2,3,1,1,M15,manchester
flat,1100000.0,0.2,3,1,1,M15,manchester
flat,1050000.0,0.2,3,1,1,M15,manchester
flat,1000000.0,0.2,3,1,1,M15,manchester
flat,950000.0,0.2,3,1,1,M15,manchester
flat,900000.0,0.2,3,1,1,M15,manchester
flat,850000.0,0.2,3,1,1,M15,manchester
flat,800000.0,0.2,3,1,1,M15,manchester
flat,750000.0,0.2,3,1,1,M15,manchester
flat,700000.0,0.2,3,1,1,M15,manchester
flat,650000.0,0.2,3,1,1,M15,manchester
flat,600000.0,0.2,3,1,1,M15,manchester
flat,550000.0,0.2,3,1,0,M15,manchester
flat,500000.0,0.2,3,1,0,M15,manchester
flat,450000.0,0.2,2,1,1,M15,manchester
flat,400000.0,0.2,1,1,0,M15,manchester
flat,350000.0,0.2,2,1,1,M15,manchester
flat,300000.0,0.2,2,1,1,M15,manchester
flat,290000.0,0.2,1,1,1,M15,manchester
flat,265000.0,0.2,1,1,1,M15,manchester
semi-detached,145000.0,1.7,3,1,1,OL12,rochdale
flat,145000.0,0.5,1,1,1,WA14,altrincham
flat,260000.0,0.2,1,1,1,M15,manchester
flat,255000.0,0.2,1,1,1,M15,manchester
flat,250000.0,0.2,1,1,1,M15,manchester
detached,465000.0,4.6,4,2,2,BL0,bury
flat,247000.0,0.2,1,1,1,M15,manchester
flat,240000.0,0.5,2,2,1,M3,manchester
flat,384000.0,0.1,2,2,1,M15,lancashire
flat,92000.0,0.6,1,1,1,M15,manchester
flat,79995.0,3.9,1,0,0,BL0,lancashire
semi-detached,125000.0,2.3,3,1,1,WN8,lancashire
terraced,310000.0,,4,3,1,BL1,manchester
flat,120750.0,0.3,1,1,1,SK1,stockport
end terrace,425000.0,0.8,4,3,2,M40,manchester
terraced,130000.0,0.4,2,1,2,WN5,wigan
flat,261450.0,0.3,1,1,1,M15,manchester
flat,272142.0,0.2,1,1,1,M15,manchester
flat,200000.0,0.6,2,1,1,M14,manchester
flat,190000.0,0.2,1,1,1,M4,manchester
flat,255000.0,0.7,2,1,1,M4,manchester
flat,250000.0,0.7,2,1,1,M4,manchester
flat,245000.0,0.7,2,1,1,M4,manchester
flat,240000.0,0.7,2,1,1,M4,manchester
flat,235000.0,0.7,2,1,1,M4,manchester
flat,230000.0,0.7,2,1,1,M4,manchester
flat,225000.0,0.7,2,1,1,M4,manchester
flat,220000.0,0.7,2,1,1,M4,manchester
flat,215000.0,0.7,2,1,1,M4,manchester
flat,210000.0,0.7,2,1,1,M4,manchester
flat,205000.0,0.7,2,1,1,M4,manchester
flat,200000.0,0.7,2,1,1,M4,manchester
flat,235995.0,0.8,2,1,0,M50,salford
terraced,165000.0,1.6,2,1,1,M7,salford
flat,190000.0,2.1,2,1,1,M21,manchester
flat,195000.0,0.7,1,1,1,M4,manchester
flat,190000.0,0.7,1,1,1,M4,manchester
flat,185000.0,0.7,1,1,1,M4,manchester
flat,180000.0,0.7,1,1,1,M4,manchester
flat,175000.0,0.7,1,1,1,M4,manchester
flat,170000.0,0.7,2,1,1,M4,manchester
flat,165000.0,0.7,1,1,1,M4,manchester
flat,160000.0,0.7,1,1,1,M4,manchester
flat,155000.0,0.7,1,1,1,M4,manchester
flat,145000.0,0.7,1,1,1,M4,manchester
flat,150000.0,0.7,1,1,1,M4,manchester
flat,140000.0,0.7,1,1,1,M4,manchester
flat,135000.0,0.7,1,1,1,M4,manchester
flat,130000.0,0.7,1,1,1,M4,manchester
flat,185000.0,0.3,1,1,1,M16,manchester
flat,115000.0,0.1,1,1,1,SK7,stockport
flat,269950.0,0.5,1,1,1,M4,manchester
flat,334950.0,0.5,2,2,1,M4,manchester
flat,230000.0,0.3,2,2,1,M3,manchester
flat,190000.0,0.3,2,2,1,M4,manchester
flat,85000.0,0.3,1,1,1,M3,salford
flat,225000.0,0.4,2,2,1,M4,manchester
flat,159000.0,0.5,1,1,1,M5,manchester
flat,540000.0,0.4,3,2,1,M4,manchester
flat,210000.0,0.4,1,1,1,M15,manchester
flat,155000.0,0.4,1,1,1,M4,manchester
flat,244995.0,0.9,2,0,0,M50,manchester
flat,230000.0,0.7,2,0,0,M16,manchester
flat,259950.0,0.4,2,1,1,SK12,stockport
terraced,130000.0,,3,2,1,BL2,bolton
semi-detached,175000.0,1.7,3,2,1,BL3,bolton
flat,235000.0,0.3,2,1,1,M3,manchester
flat,230000.0,0.3,2,1,1,M3,manchester
flat,225000.0,0.3,2,1,0,M3,manchester
flat,220000.0,0.3,2,1,1,M3,manchester
flat,215000.0,0.3,2,1,1,M3,manchester
flat,210000.0,0.3,2,1,1,M3,manchester
flat,205000.0,0.3,1,1,1,M3,manchester
flat,200000.0,0.3,1,1,1,M3,manchester
flat,195000.0,0.3,1,1,1,M3,manchester
flat,190000.0,0.3,1,1,1,M3,manchester
flat,185000.0,0.3,1,1,1,M3,manchester
flat,180000.0,0.3,1,1,1,M3,manchester
flat,175000.0,0.3,1,1,1,M3,manchester
flat,170000.0,0.3,1,1,1,M3,manchester
flat,160000.0,0.3,1,1,1,M3,manchester
flat,230000.0,0.3,1,1,1,M3,manchester
flat,150000.0,0.3,1,1,1,M3,manchester
flat,145000.0,0.3,1,1,1,M3,manchester
flat,120000.0,0.3,1,1,1,M3,manchester
flat,70000.0,1.0,1,1,1,M16,manchester
flat,299950.0,0.1,2,2,1,M3,manchester
flat,65000.0,,1,1,1,M45,manchester
flat,159950.0,0.1,1,1,1,M1,manchester
flat,150000.0,0.3,1,1,1,M3,salford
flat,269000.0,0.3,1,1,1,M3,salford
flat,250000.0,0.3,2,1,1,M1,manchester
flat,220000.0,0.3,2,1,1,M1,manchester
flat,215000.0,0.3,1,1,1,M1,manchester
flat,210000.0,0.3,1,1,1,M1,manchester
flat,195000.0,0.3,1,1,1,M1,manchester
flat,190000.0,0.3,1,1,1,M1,manchester
flat,185000.0,0.3,1,1,1,M1,manchester
flat,180000.0,0.3,1,1,1,M1,manchester
flat,175000.0,0.3,1,1,0,M1,manchester
flat,161000.0,0.3,1,1,1,M1,manchester
flat,159950.0,0.3,1,1,1,M1,manchester
flat,153000.0,0.3,1,1,1,M1,manchester
flat,149995.0,0.3,1,1,1,M1,manchester
flat,142000.0,0.3,1,1,1,M1,manchester
terraced,170000.0,,2,1,1,OL8,oldham
flat,70000.0,,2,1,0,M26,manchester
flat,70000.0,0.4,2,1,0,WN1,wigan
flat,179995.0,0.2,2,2,0,M4,manchester
flat,148500.0,0.8,1,1,1,M16,manchester
flat,134999.0,0.9,2,1,0,M5,salford
detached,600000.0,,5,3,3,BL8,bury
flat,90000.0,0.7,1,1,1,M5,manchester
flat,120000.0,0.6,2,1,1,M12,manchester
flat,167500.0,0.3,2,1,1,SK1,stockport
flat,243995.0,0.8,2,2,1,M15,manchester
flat,742000.0,0.7,3,1,1,M5,manchester
flat,325000.0,0.7,1,1,0,M5,manchester
flat,260000.0,0.7,3,1,1,M5,manchester
flat,245000.0,0.7,3,1,1,M5,manchester
flat,210000.0,0.7,2,1,1,M5,manchester
flat,200000.0,0.7,2,1,1,M5,manchester
flat,190000.0,0.7,2,1,1,M5,manchester
flat,160000.0,0.7,1,1,1,M5,manchester
flat,140000.0,0.7,1,1,1,M5,manchester
flat,220000.0,0.4,2,1,1,M15,manchester
flat,245000.0,0.6,2,2,1,M5,salford
flat,199000.0,1.0,2,1,0,M50,salford
terraced,110000.0,0.6,3,1,2,WN4,wigan
flat,178000.0,2.1,2,2,1,WN6,wigan
flat,140000.0,1.0,1,1,1,M14,manchester
flat,205000.0,0.8,2,0,0,M50,salford
flat,215000.0,0.5,2,2,1,M4,manchester
detached,265000.0,,4,0,0,OL4,oldham
flat,95000.0,2.6,2,2,1,WN7,leigh
flat,95000.0,2.6,2,1,1,WN7,leigh
flat,90000.0,1.3,1,1,1,WN8,lancashire
flat,89950.0,2.6,2,1,1,WN7,leigh
terraced,270000.0,0.8,4,1,2,M12,manchester
flat,180000.0,0.6,1,1,1,M5,manchester
flat,179995.0,0.6,1,1,1,M5,manchester
flat,175000.0,0.6,1,1,1,M5,manchester
flat,170000.0,0.6,1,1,1,M5,manchester
flat,169995.0,0.6,1,1,0,M5,manchester
flat,165000.0,0.6,1,1,1,M5,manchester
flat,160000.0,0.6,1,1,1,M5,manchester
flat,156000.0,0.6,1,1,1,M5,manchester
flat,150000.0,0.6,1,1,1,M5,manchester
flat,146000.0,0.6,1,1,0,M5,manchester
detached,360000.0,1.1,4,0,0,OL16,rochdale
detached,800000.0,0.3,5,5,4,BL6,bolton
flat,258200.0,1.0,2,2,1,M50,salford
flat,320000.0,1.0,3,2,1,M50,manchester
flat,280000.0,1.0,3,2,1,M50,manchester
flat,260000.0,1.0,2,2,1,M50,manchester
flat,255000.0,1.0,2,2,1,M50,manchester
flat,250000.0,1.0,2,2,1,M50,manchester
flat,245000.0,1.0,2,2,1,M50,manchester
flat,240000.0,1.0,2,2,1,M50,manchester
flat,235000.0,1.0,1,1,1,M50,manchester
flat,220000.0,1.0,2,1,1,M50,manchester
flat,200000.0,1.0,1,1,1,M50,manchester
flat,185000.0,1.0,1,1,1,M50,manchester
flat,180000.0,1.0,1,1,1,M50,manchester
flat,176000.0,1.0,1,1,1,M50,manchester
flat,165000.0,0.8,1,1,1,M50,manchester
flat,90000.0,2.7,2,1,1,M9,manchester
flat,170000.0,0.2,2,1,0,M15,manchester
detached,222500.0,,3,0,0,OL4,oldham
flat,220000.0,0.6,2,2,1,M5,salford
flat,135000.0,0.8,1,1,0,M50,salford
flat,237995.0,0.8,2,2,0,M15,manchester
flat,65000.0,0.2,1,1,1,SK7,stockport
flat,200000.0,1.7,2,1,1,M33,sale
flat,290000.0,0.2,2,2,0,M15,manchester
flat,90000.0,0.8,2,1,1,BL1,bolton
flat,260000.0,0.2,2,1,1,M3,manchester
flat,255000.0,0.2,2,1,1,M3,manchester
flat,250000.0,0.2,2,1,1,M3,manchester
flat,245000.0,0.2,2,1,1,M3,manchester
flat,240000.0,0.2,2,1,1,M3,manchester
flat,235000.0,0.2,2,1,1,M3,manchester
flat,230000.0,0.2,2,1,1,M3,manchester
flat,225000.0,0.2,2,1,1,M3,manchester
flat,220000.0,0.2,2,1,1,M3,manchester
flat,215000.0,0.2,1,1,1,M3,manchester
flat,210000.0,0.2,1,1,1,M3,manchester
flat,95000.0,0.5,1,1,0,OL16,rochdale
flat,260000.0,0.1,2,2,1,M15,manchester
flat,200000.0,0.2,1,1,1,M3,manchester
flat,195000.0,0.2,1,1,1,M3,manchester
flat,190000.0,0.2,1,1,1,M3,manchester
flat,185000.0,0.2,1,1,1,M3,manchester
flat,180000.0,0.2,1,1,1,M3,manchester
flat,175000.0,0.2,1,1,1,M3,manchester
flat,170000.0,0.2,1,1,1,M3,manchester
flat,165000.0,0.2,1,1,1,M3,manchester
flat,155000.0,0.2,1,1,1,M3,manchester
flat,150000.0,0.2,1,1,1,M3,manchester
terraced,95000.0,,2,1,0,M26,manchester
flat,170000.0,1.2,1,1,1,WA14,altrincham
flat,130000.0,0.6,2,1,1,M14,manchester
flat,180000.0,0.2,2,1,1,M3,manchester
flat,200000.0,1.8,2,1,0,M33,sale
flat,150000.0,1.0,2,1,1,M11,manchester
flat,175000.0,0.1,2,1,1,M1,manchester
semi-detached,220000.0,0.5,3,1,3,BL6,bolton
flat,295000.0,0.2,2,1,1,M15,manchester
flat,318995.0,0.9,3,2,0,M50,manchester
flat,276995.0,0.9,1,2,1,M50,manchester
flat,262995.0,0.9,2,2,1,M50,manchester
flat,254995.0,0.9,2,2,1,M50,manchester
flat,250995.0,0.9,2,2,1,M50,manchester
flat,243995.0,0.9,2,2,1,M50,manchester
flat,238995.0,0.9,2,2,1,M50,manchester
flat,235995.0,0.9,2,2,1,M50,manchester
flat,216995.0,0.9,2,1,1,M50,manchester
flat,183995.0,0.9,1,1,1,M50,manchester
flat,179995.0,0.9,1,1,1,M50,manchester
flat,175995.0,0.9,1,1,1,M50,manchester
flat,220000.0,0.5,2,2,0,M15,manchester
flat,155000.0,1.0,2,1,0,M15,manchester
flat,135000.0,0.6,2,1,1,SK14,hyde
flat,140000.0,1.4,2,1,1,BL1,bolton
flat,39999.0,0.3,3,1,1,WN3,lancashire
flat,140000.0,0.8,2,2,1,M44,manchester
flat,54000.0,0.0,1,1,1,BL3,bolton
flat,340000.0,0.6,3,2,1,M5,salford
semi-detached,235000.0,0.6,3,3,1,BL5,bolton
flat,240000.0,0.6,2,1,1,SK8,cheadle
flat,179950.0,0.8,2,2,1,M50,manchester
detached,425000.0,2.0,3,1,2,OL12,rochdale
flat,160000.0,0.6,2,2,1,M5,manchester
semi-detached,325000.0,0.4,4,1,3,M20,manchester
flat,270940.0,0.2,1,1,1,M15,manchester
flat,332819.0,0.2,2,2,1,M15,manchester
flat,520676.0,0.2,3,2,1,M15,manchester
flat,159950.0,0.4,2,1,1,M4,manchester
flat,199500.0,0.1,1,1,1,M1,manchester
flat,230000.0,0.4,2,2,1,M4,manchester
detached,249950.0,0.6,3,2,1,BL2,bolton
flat,328500.0,0.5,2,2,1,M3,manchester
flat,220000.0,0.6,2,2,1,M5,salford
flat,380500.0,0.5,2,3,2,M3,manchester
flat,202000.0,0.5,2,2,1,M15,manchester
flat,230000.0,0.1,2,1,1,M15,manchester
flat,70000.0,1.8,1,1,1,M33,manchester
flat,235000.0,0.1,2,1,1,M1,manchester
flat,195000.0,0.1,2,2,1,M3,manchester
flat,180000.0,0.5,2,2,1,M15,manchester
flat,110000.0,1.3,2,1,1,M8,manchester
flat,145000.0,0.1,2,2,1,M3,manchester
flat,265000.0,,2,1,0,M25,manchester
flat,230000.0,0.5,2,2,1,M3,manchester
terraced,230000.0,0.5,3,2,2,M15,manchester
flat,195000.0,0.5,1,1,1,M5,manchester
detached,270000.0,0.4,4,2,1,SK14,manchester
flat,240000.0,0.3,2,1,1,M4,manchester
semi-detached,350000.0,0.5,4,1,2,SK2,stockport
flat,75000.0,1.6,2,0,0,M33,manchester
flat,342000.0,0.2,2,2,1,M4,manchester
detached,500000.0,1.3,4,2,2,SK15,stalybridge
flat,245000.0,0.1,2,2,0,M1,manchester
detached,240000.0,2.2,3,1,2,WN8,skelmersdale
detached,425000.0,,4,3,1,M25,manchester
flat,310043.0,0.7,3,2,0,M5,salford
flat,246421.0,0.7,3,2,0,M5,salford
flat,234870.0,0.7,2,1,0,M5,salford
flat,174999.0,0.7,1,1,0,M5,salford
flat,80000.0,0.9,1,1,1,M7,manchester
flat,145000.0,1.1,2,1,1,M40,manchester
flat,276993.0,0.9,3,2,0,M50,salford
flat,235994.0,0.9,2,1,0,M50,salford
flat,184994.0,0.9,1,1,0,M50,salford
flat,155000.0,0.6,2,2,1,M5,salford
end terrace,94950.0,2.0,4,1,1,WN7,manchester
flat,210000.0,,1,1,1,WA14,altrincham
flat,60000.0,0.9,1,1,1,M7,manchester
flat,185000.0,0.3,1,1,1,M3,salford
semi-detached,225000.0,0.4,2,1,1,M41,manchester
flat,225000.0,0.5,1,1,1,M4,manchester
flat,385000.0,0.5,2,2,0,M15,manchester
flat,180000.0,0.3,2,2,1,M4,manchester
terraced,135000.0,0.6,2,1,2,SK1,stockport
flat,185000.0,0.7,1,1,0,M4,manchester
flat,175000.0,0.7,2,1,1,M4,manchester
flat,160000.0,0.7,2,1,1,M4,manchester
flat,160000.0,0.7,2,1,1,M4,manchester
flat,160000.0,0.7,1,1,1,M4,manchester
flat,149995.0,0.7,1,1,1,M4,manchester
flat,149995.0,0.7,1,1,1,M4,manchester
flat,139995.0,0.7,1,1,0,M4,manchester
flat,139995.0,0.7,1,1,1,M4,manchester
flat,135000.0,0.7,1,1,1,M4,manchester
flat,125000.0,0.7,1,1,1,M4,manchester
flat,115000.0,0.7,1,1,1,M4,manchester
flat,140000.0,0.9,1,1,1,M14,manchester
flat,220000.0,1.3,3,2,2,M7,salford
flat,335000.0,0.3,2,2,1,M3,manchester
flat,230000.0,0.3,1,1,1,M1,manchester
flat,210000.0,0.3,2,1,1,M1,manchester
flat,185000.0,0.3,1,1,1,M1,manchester
flat,180000.0,0.3,1,1,1,M1,manchester
flat,169995.0,0.3,1,1,1,M1,manchester
flat,163000.0,0.3,1,1,1,M1,manchester
flat,152000.0,0.3,1,1,1,M1,manchester
flat,149995.0,0.3,1,1,1,M1,manchester
flat,146000.0,0.3,1,1,1,M1,manchester
flat,141000.0,0.3,1,1,1,M1,manchester
flat,225000.0,0.7,2,1,1,M5,salford
flat,180000.0,0.1,2,2,1,M15,lancashire
end terrace,180000.0,0.9,3,1,2,SK5,manchester
flat,140000.0,0.7,1,1,0,M14,manchester
flat,80000.0,1.1,2,1,1,M27,manchester
flat,195000.0,0.4,2,1,1,M5,salford
flat,190000.0,0.4,1,1,1,M5,salford
flat,185000.0,0.4,2,1,1,M5,salford
flat,175000.0,0.4,2,1,1,M5,salford
flat,165000.0,0.4,2,1,1,M5,salford
flat,150000.0,0.4,1,1,1,M5,salford
flat,148000.0,0.4,1,1,1,M5,salford
flat,142000.0,0.4,1,1,1,M5,salford
flat,138000.0,0.4,1,1,1,M5,salford
flat,132000.0,0.4,1,1,1,M5,salford
flat,230000.0,0.7,2,1,1,M5,salford
flat,135000.0,0.9,1,0,0,M50,salford
terraced,159950.0,,3,2,1,BL8,bury
flat,180000.0,0.6,2,1,0,M5,salford
detached,925000.0,,4,2,3,BL9,bury
flat,149500.0,0.2,2,2,0,M3,manchester
flat,115000.0,,2,1,1,BL1,bolton
detached,450000.0,0.5,2,0,0,SK2,cheshire
flat,184950.0,0.3,2,1,1,M1,manchester
flat,199950.0,0.2,1,1,1,M1,manchester
semi-detached,359500.0,0.6,3,1,2,M20,manchester
flat,147500.0,1.5,1,1,1,M33,sale
flat,230000.0,0.6,2,2,1,SK6,stockport
flat,130000.0,1.4,2,1,1,BL1,bolton
flat,249999.0,0.1,2,2,0,M1,manchester
flat,160000.0,0.3,2,1,0,M3,manchester
flat,155000.0,0.3,1,1,0,M4,manchester
flat,140000.0,0.2,1,1,0,M3,manchester
flat,2750000.0,0.1,4,2,2,M3,manchester
flat,109950.0,1.0,2,1,1,M35,manchester
flat,240000.0,0.2,2,2,1,M4,manchester
flat,90000.0,,1,1,1,M50,salford
flat,179950.0,0.8,2,2,1,M50,salford
flat,110000.0,1.9,1,1,1,M33,manchester
flat,110000.0,1.9,1,1,0,M33,manchester
flat,235000.0,0.4,2,2,1,M5,salford
semi-detached,405000.0,1.5,4,2,2,M35,manchester
flat,307809.0,0.4,3,2,0,M5,salford
flat,219231.0,0.4,2,1,0,M5,salford
flat,157280.0,0.4,1,1,0,M5,salford
flat,130000.0,0.9,2,1,1,M5,manchester
flat,100000.0,,1,1,1,BL1,bolton
terraced,125000.0,,3,1,1,BL1,bolton
detached,420000.0,1.9,4,2,2,OL8,oldham
flat,215000.0,0.8,2,1,1,M50,salford
flat,229995.0,0.6,2,2,0,M15,manchester
flat,70000.0,0.2,2,1,1,WN3,wigan
flat,100000.0,0.3,1,1,1,M11,manchester
end terrace,100000.0,0.9,2,1,2,WN8,lancashire
terraced,119950.0,1.7,3,1,2,BL1,bolton
flat,230000.0,0.3,2,1,0,M3,manchester
flat,230000.0,0.3,2,2,1,M17,manchester
flat,95000.0,2.6,2,1,1,WN7,leigh
flat,220000.0,0.5,2,1,1,M15,manchester
flat,267000.0,0.1,2,2,0,M1,manchester
flat,232500.0,0.3,2,2,0,M3,manchester
flat,238750.0,0.3,2,2,0,M3,manchester
flat,254500.0,0.3,2,2,0,M3,manchester
flat,254500.0,0.3,2,2,0,M3,manchester
flat,164900.0,0.1,2,2,0,M3,salford
flat,145000.0,1.0,2,1,1,M11,manchester
flat,180000.0,0.4,2,1,1,M4,manchester
flat,180000.0,0.4,2,1,1,M4,manchester
flat,150000.0,0.4,2,1,1,M4,manchester
flat,185000.0,0.3,1,1,1,M3,manchester
flat,45000.0,0.7,1,1,1,WN1,wigan
flat,170000.0,0.2,2,1,1,M15,manchester
flat,185000.0,0.1,2,2,1,M15,manchester
flat,165000.0,0.6,2,2,1,M4,manchester
flat,174950.0,0.7,2,2,1,M16,manchester
flat,65000.0,,1,1,1,M27,manchester
flat,155000.0,0.1,1,0,0,M1,manchester
flat,180000.0,0.3,2,1,1,M4,manchester
flat,234850.0,1.3,3,1,2,M16,manchester
flat,145000.0,0.1,1,1,1,M3,salford
flat,210000.0,0.4,2,1,1,M4,manchester
flat,175000.0,0.3,1,1,1,M4,manchester
flat,235000.0,0.8,3,2,1,M50,manchester
flat,158950.0,0.4,2,1,1,M4,manchester
flat,70000.0,,1,1,1,M7,salford
flat,130000.0,0.2,1,0,0,M4,manchester
flat,110000.0,1.9,1,1,1,M33,manchester
